@attribute 'Histogram of JPEG Coefficients183' numeric
@attribute 'Histogram of JPEG Coefficients184' numeric
@attribute 'Histogram of JPEG Coefficients185' numeric
@attribute 'Histogram of JPEG Coefficients186' numeric
@attribute 'Histogram of JPEG Coefficients187' numeric
@attribute 'Histogram of JPEG Coefficients188' numeric
@attribute 'Histogram of JPEG Coefficients189' numeric
@attribute 'Histogram of JPEG Coefficients190' numeric
@attribute 'Histogram of JPEG Coefficients191' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

60,255,153,39,35,34,44,72,229,100,20,3,4,12,9,36,155,15,3,7,4,11,13,30,55,1,4,5,3,8,18,22,23,2,3,2,7,14,12,28,29,2,7,3,7,19,49,42,18,5,4,5,12,35,28,55,79,8,18,7,19,24,43,58,241,249,94,87,91,129,115,255,144,11,1,7,16,33,52,136,37,0,4,4,11,48,36,90,28,3,8,9,20,29,53,80,23,16,9,8,13,18,35,110,57,8,7,14,5,17,28,74,94,21,11,26,11,11,20,60,113,22,20,19,34,22,22,59,195,255,86,72,58,81,73,157,130,30,2,1,5,19,33,90,24,2,1,6,9,17,26,58,11,7,3,13,13,13,27,40,9,13,2,4,8,8,30,54,32,11,0,8,2,9,12,55,21,21,9,9,5,10,17,61,58,20,9,14,19,21,22,35,K2
118,255,170,68,42,66,65,106,195,181,15,3,7,15,14,52,143,22,2,5,9,12,32,55,51,3,1,6,4,10,14,37,7,3,2,1,13,23,12,46,45,4,3,3,11,11,78,41,32,3,5,6,11,39,26,43,98,14,17,20,32,21,40,59,255,142,95,80,70,83,68,95,14,0,0,0,3,8,8,52,2,0,0,1,8,8,7,42,9,0,0,3,12,5,5,26,4,1,1,1,3,2,5,24,19,1,1,2,0,3,5,19,10,2,2,1,2,2,4,17,34,2,3,3,2,3,4,16,255,163,91,75,63,75,61,94,32,5,0,2,4,13,10,42,4,0,0,2,4,7,8,30,7,0,1,2,6,4,4,25,2,0,0,1,2,2,5,23,14,1,1,1,0,5,3,15,11,2,2,3,1,1,2,15,28,3,5,3,3,2,4,18,K2
58,254,135,45,25,39,43,81,255,173,18,4,7,12,9,47,163,22,3,5,10,10,19,48,68,2,2,5,3,6,14,38,26,0,1,2,12,20,12,48,44,4,7,3,10,12,60,40,35,3,5,4,8,34,25,49,94,10,19,12,22,16,45,60,255,176,98,81,72,90,89,183,50,1,0,3,8,21,17,100,14,0,0,2,9,11,13,64,24,1,1,4,16,7,13,46,17,6,1,2,6,5,7,55,45,6,2,2,2,5,3,38,59,5,3,6,5,5,4,24,74,8,8,9,10,4,10,24,255,187,99,84,75,97,80,127,60,10,0,3,10,19,20,74,14,0,0,3,10,12,12,58,20,1,2,8,11,7,10,46,9,4,2,2,5,4,8,42,43,4,2,5,2,5,11,36,42,5,4,4,5,4,7,27,70,6,9,8,9,8,11,34,K2
180,236,143,83,59,46,40,68,255,122,27,3,6,7,9,22,170,55,5,3,6,4,9,20,84,12,1,3,3,4,7,16,52,6,1,1,2,4,7,17,21,3,2,1,3,4,13,18,17,5,3,3,3,10,13,26,44,7,10,9,12,14,18,34,251,255,108,79,71,85,72,154,242,55,1,4,11,16,23,77,83,1,0,3,10,13,18,54,39,4,3,5,15,10,16,50,40,14,4,1,5,7,20,59,55,13,3,8,4,9,13,39,49,15,11,7,6,8,15,34,61,24,24,17,16,19,20,56,255,250,126,94,77,90,78,139,144,43,3,3,9,23,28,68,45,3,0,3,9,13,18,54,39,3,2,9,16,10,20,47,29,10,2,3,4,8,15,50,64,11,6,7,6,12,18,40,47,15,12,15,11,15,18,44,75,25,21,21,26,21,24,54,K2
3,231,145,54,26,9,8,24,255,167,61,7,1,5,7,14,174,70,9,0,1,4,5,16,72,6,2,3,2,3,8,18,39,1,2,2,5,3,6,19,15,2,2,2,2,4,12,18,12,4,4,6,4,16,10,31,20,10,7,13,12,15,25,39,29,236,35,35,36,69,65,207,255,76,3,5,14,37,41,94,60,3,0,2,12,25,36,101,36,6,2,12,17,19,27,64,30,10,3,4,10,18,23,88,59,13,10,12,5,16,30,63,56,16,11,18,15,21,29,63,105,24,27,28,39,32,47,75,10,215,51,41,35,58,62,160,255,88,3,8,15,35,41,83,74,0,0,6,4,11,35,92,47,5,5,18,4,18,24,64,37,9,4,3,9,15,30,70,53,16,9,8,5,17,27,56,38,11,13,15,18,26,28,46,62,23,32,30,49,35,43,73,K2
25,224,180,86,49,17,20,52,255,132,48,10,4,5,6,18,160,26,5,3,4,6,13,15,78,4,1,3,3,6,6,13,59,1,1,1,1,4,10,15,48,5,1,4,1,3,13,16,31,2,6,4,3,10,14,26,56,4,9,7,11,10,18,45,43,255,62,42,51,72,79,120,158,33,3,3,10,27,33,81,60,0,0,6,11,19,29,76,33,2,1,8,10,14,16,70,36,8,1,2,6,5,16,65,60,7,3,11,6,7,9,48,105,15,7,14,9,13,24,44,118,25,28,30,26,20,37,58,63,255,121,59,63,69,53,107,155,58,1,5,9,21,35,71,61,0,0,1,3,5,13,47,40,3,1,2,2,6,13,33,26,2,0,1,4,8,12,50,57,6,1,3,6,5,11,36,88,5,7,7,6,10,14,37,35,12,10,12,17,13,30,40,K2
17,255,172,85,43,16,27,61,160,128,62,8,7,8,6,23,90,25,7,2,0,6,9,25,55,5,1,1,1,4,8,27,33,2,2,3,2,5,7,13,27,2,2,3,3,5,21,25,12,3,8,4,4,9,7,19,42,4,6,7,10,6,11,39,83,255,159,59,67,69,72,153,114,46,3,5,14,24,36,111,34,0,0,1,4,15,28,87,22,1,1,5,4,15,30,69,27,8,1,1,2,9,22,57,64,6,2,5,6,13,18,57,60,15,6,6,7,9,23,47,63,28,18,15,17,21,17,58,47,255,168,56,69,80,68,134,127,70,8,6,23,45,29,86,37,3,0,1,10,12,20,72,19,2,2,9,20,17,14,54,21,4,0,0,2,8,15,51,42,4,2,4,3,8,9,53,41,10,3,4,10,7,14,41,33,12,14,14,15,18,13,67,K2
0,188,101,58,18,4,3,23,255,125,36,11,4,2,7,10,134,26,14,0,1,3,4,13,84,2,2,0,1,2,6,10,47,0,1,0,1,7,3,19,25,0,6,0,6,4,24,18,19,4,7,6,5,20,16,32,29,16,6,8,6,12,27,27,6,198,22,12,22,26,13,118,255,99,0,1,7,17,16,77,45,1,0,0,0,8,21,52,32,3,2,7,8,7,18,48,13,11,0,2,1,10,10,42,42,21,0,3,3,8,15,44,54,10,9,4,9,10,15,53,71,24,26,16,21,22,29,70,5,160,93,35,32,40,21,48,255,111,0,3,3,7,14,50,94,2,0,1,5,5,5,27,38,3,0,0,4,5,5,33,21,8,0,0,3,3,10,40,34,8,1,2,4,9,10,33,26,14,5,5,9,9,11,46,46,10,24,25,9,10,17,55,K2
20,255,155,68,36,25,29,64,244,155,52,6,4,11,14,26,105,29,2,4,3,7,14,31,52,4,1,5,5,8,12,36,26,4,1,0,2,8,8,35,32,5,2,3,4,6,50,28,12,3,2,6,2,36,13,23,68,14,8,12,21,13,28,45,117,255,88,59,69,110,87,139,115,37,3,4,13,46,34,78,12,1,0,6,16,20,28,89,10,5,2,10,31,17,20,56,12,13,2,5,13,11,23,59,28,13,4,9,4,10,24,42,25,19,10,11,8,14,18,37,53,14,8,13,21,23,21,42,70,255,128,79,74,100,67,106,124,67,4,4,16,37,42,68,43,4,0,5,14,12,23,48,25,2,2,11,26,15,19,41,20,7,5,2,9,3,18,38,26,8,1,6,2,5,11,33,11,10,8,5,3,6,14,21,26,16,8,12,14,11,13,45,K2
30,255,134,64,25,66,46,127,158,79,31,7,6,15,13,46,86,29,7,6,18,9,23,56,54,2,6,5,6,3,18,28,17,4,5,2,5,23,20,32,23,6,10,9,8,5,41,33,29,16,9,3,8,24,30,39,64,14,19,8,24,20,27,51,88,255,66,56,62,111,110,210,171,27,2,4,11,33,43,104,22,1,2,3,24,24,32,93,24,4,3,14,25,16,27,78,26,25,5,2,20,9,24,60,59,17,8,4,5,7,16,60,56,20,14,10,11,10,15,40,102,31,14,23,28,33,28,58,63,255,69,77,53,115,69,150,192,56,0,10,6,22,31,80,30,0,0,3,12,20,43,69,27,4,3,11,15,16,31,51,19,7,2,2,7,9,21,61,52,9,2,7,2,15,17,48,30,13,8,10,7,14,18,36,55,18,27,10,15,26,37,44,K2
209,255,150,98,67,84,72,114,94,35,10,2,4,4,5,26,31,5,1,2,7,3,5,20,30,1,1,5,3,2,3,16,4,2,1,2,2,4,3,15,29,1,1,1,2,3,24,13,10,1,2,1,2,14,6,15,66,4,4,4,6,3,6,19,255,135,90,72,62,67,55,64,8,0,0,1,2,5,4,22,2,0,0,0,2,2,4,15,4,0,0,2,4,3,3,10,2,1,0,0,1,0,1,9,10,1,0,2,0,2,1,7,8,1,0,0,0,0,1,5,17,2,2,1,1,1,0,7,255,146,92,76,64,72,56,85,13,0,0,0,2,5,5,36,2,0,0,0,3,4,5,24,5,0,0,3,6,2,2,18,5,3,0,1,2,1,3,13,14,2,0,1,0,2,1,11,10,1,0,0,0,1,1,8,22,1,2,1,2,1,2,9,K2
7,244,155,79,35,8,15,23,255,173,53,6,3,4,6,22,180,56,7,1,3,4,12,17,73,3,0,1,5,2,13,21,21,0,3,1,1,11,10,30,23,1,0,2,7,5,24,23,18,1,4,7,5,18,26,28,38,10,8,9,12,12,28,48,49,255,67,42,42,61,45,152,247,67,1,5,13,24,42,63,63,0,0,5,7,10,30,52,39,1,4,5,19,10,25,64,27,6,0,2,4,12,25,52,77,8,5,7,10,10,10,47,32,13,10,5,4,12,33,49,119,20,20,18,30,33,23,55,56,255,83,61,59,115,70,128,241,96,6,10,18,33,19,62,81,2,0,3,9,16,13,42,46,4,0,12,18,11,17,47,30,3,2,3,4,3,18,43,73,7,2,4,5,12,11,50,46,6,6,5,10,4,17,39,63,18,15,19,29,23,16,65,K2
105,214,145,60,37,38,46,60,255,105,30,5,7,6,11,29,153,31,6,2,6,5,16,26,73,3,3,4,4,4,7,21,20,2,1,2,3,8,6,24,43,2,2,2,4,4,20,28,20,2,4,2,5,12,16,38,74,6,12,10,14,9,23,43,255,173,96,81,73,100,82,182,71,4,0,3,9,21,25,89,7,1,0,1,8,12,12,71,23,2,1,5,17,10,12,55,13,8,2,2,7,7,12,68,52,7,2,11,4,6,7,41,27,8,3,4,5,9,4,35,115,10,10,13,15,12,7,37,255,166,93,78,66,84,71,112,44,4,0,3,9,22,19,65,9,0,0,2,7,10,13,46,22,2,2,8,16,8,12,45,11,9,1,1,5,6,8,37,51,7,3,4,3,6,6,31,38,7,6,6,6,5,6,33,71,6,10,9,14,7,10,36,K2
7,177,105,43,13,18,21,42,255,101,17,0,1,3,10,25,144,36,4,1,3,4,10,22,84,3,0,2,3,3,6,20,37,0,0,1,1,6,10,18,18,1,1,1,5,6,23,24,13,1,2,3,6,19,18,28,43,8,10,10,13,14,19,34,91,238,66,67,71,109,123,255,191,19,0,4,22,32,36,124,52,0,0,3,10,18,30,121,34,3,3,8,20,14,25,82,32,11,3,2,6,12,35,83,82,10,4,4,4,15,17,54,47,11,4,13,9,14,18,55,113,23,21,15,39,23,31,72,59,255,69,67,59,114,112,204,208,52,1,2,14,34,27,94,53,2,0,2,11,12,26,91,39,3,3,13,15,11,19,48,27,10,1,5,7,8,14,70,71,10,1,5,6,14,14,52,38,11,7,9,10,12,11,42,122,17,26,25,23,29,19,74,K2
58,255,147,62,28,30,37,55,200,150,38,1,2,5,8,28,119,36,1,2,4,6,12,24,49,1,1,3,2,4,8,21,27,1,1,1,4,7,6,25,23,2,2,2,5,7,22,24,14,2,2,4,5,14,13,32,41,7,10,10,12,12,23,42,242,255,125,107,88,141,100,195,110,22,1,4,12,28,28,100,30,1,0,3,13,17,21,75,31,3,2,10,26,14,13,56,24,13,3,3,8,6,14,62,66,9,2,4,2,13,13,44,44,10,5,5,5,6,13,34,89,13,14,13,13,12,12,41,227,255,122,112,91,146,108,209,114,34,2,6,14,36,35,121,40,1,0,4,11,17,20,77,39,5,4,12,19,13,13,65,28,15,4,2,6,7,14,60,79,15,3,6,1,9,7,43,43,12,6,5,4,7,9,40,91,17,15,13,11,9,15,43,K2
77,255,153,95,55,40,47,77,174,108,39,7,7,10,17,45,81,30,4,3,8,5,15,31,54,7,2,4,3,4,7,24,28,4,2,4,4,6,7,25,29,2,1,1,2,5,35,24,10,3,5,4,4,17,16,20,82,6,7,8,13,9,13,22,207,255,101,85,88,125,103,169,91,39,1,5,18,28,25,121,22,1,0,2,10,14,21,77,17,4,1,5,15,10,13,60,17,9,3,3,10,8,21,61,39,6,1,4,6,9,10,44,25,11,4,7,8,9,18,45,45,13,15,14,14,20,20,49,193,255,119,89,79,101,77,110,104,52,4,3,11,26,22,59,30,2,0,1,3,9,13,40,30,2,2,4,12,8,13,38,20,9,3,1,3,5,8,30,34,8,1,2,2,6,4,25,24,8,5,4,6,3,8,21,22,10,9,6,9,9,9,27,K2
112,255,164,86,44,36,37,54,254,108,34,6,5,8,10,30,115,33,5,3,6,5,12,29,77,6,3,5,4,4,6,20,31,3,1,2,3,8,5,21,37,2,2,2,4,6,27,20,10,3,2,3,3,20,14,20,76,6,8,7,13,10,18,28,249,255,116,94,83,117,96,199,134,23,1,5,12,25,32,96,46,0,0,5,9,14,26,80,28,4,2,10,15,18,20,55,20,10,2,3,7,10,20,72,51,9,3,7,4,9,13,37,36,10,5,11,6,10,15,31,79,18,15,14,15,14,18,43,240,255,105,91,80,111,99,165,120,23,1,6,13,29,40,98,42,1,0,5,10,15,24,77,24,3,3,11,17,15,21,56,20,11,3,3,8,9,17,57,57,10,4,7,5,10,16,52,42,13,9,10,7,12,18,45,80,22,19,24,22,17,28,50,K2
189,255,143,86,53,57,53,85,149,84,21,4,2,4,5,16,65,25,6,1,2,4,9,18,40,5,1,2,1,3,5,11,16,2,1,1,2,9,4,17,24,2,3,1,5,4,33,12,7,2,2,2,3,20,8,20,63,4,7,5,12,5,16,20,255,163,93,73,61,67,65,101,30,6,0,2,4,10,11,32,6,0,0,1,3,6,10,25,7,1,1,4,6,6,7,21,5,3,0,1,3,3,7,22,15,3,1,3,1,4,6,15,15,4,2,3,3,4,5,12,28,7,6,6,7,6,7,13,255,169,93,75,62,68,64,92,33,6,0,1,4,9,13,34,7,0,0,1,4,7,9,26,6,1,1,4,6,5,8,22,5,4,1,1,3,3,8,22,13,4,2,3,2,4,5,17,12,5,3,3,3,4,6,14,20,6,6,5,7,7,9,18,K2
187,255,156,80,55,55,52,82,193,109,22,4,3,6,8,33,114,33,4,3,5,6,12,31,48,3,1,3,2,4,8,22,14,2,1,2,3,10,7,27,29,1,3,1,5,5,33,22,15,3,3,4,4,22,12,32,69,6,9,9,14,10,21,36,255,167,96,76,65,73,65,110,44,7,0,2,6,12,11,61,15,0,0,1,5,7,9,44,17,1,1,4,10,6,7,32,9,4,0,1,3,2,7,30,34,3,1,3,1,4,5,22,40,4,3,3,2,3,4,18,62,7,6,6,7,5,6,19,255,166,96,79,67,78,65,100,40,6,0,3,7,15,15,58,16,0,0,2,7,9,9,42,18,2,1,6,12,6,7,32,8,5,1,1,3,3,6,32,34,4,2,3,1,4,5,24,34,5,3,4,3,3,5,20,56,7,7,7,7,7,7,25,K2
61,255,153,76,42,42,43,63,142,74,14,2,2,5,7,24,72,14,2,3,4,5,11,19,46,2,2,4,2,2,5,15,18,2,1,1,2,5,6,14,15,2,2,1,3,4,17,15,7,3,2,3,3,13,10,19,30,5,7,5,8,7,13,25,237,211,110,107,86,144,123,255,77,7,1,5,11,27,33,109,17,1,1,5,13,19,26,79,15,2,2,9,22,15,19,54,14,8,1,3,7,6,13,56,32,7,3,5,2,9,10,39,35,10,4,7,5,7,11,30,72,17,12,11,12,12,11,30,185,243,104,93,85,131,121,255,90,14,1,3,8,19,30,91,16,1,0,4,7,15,21,74,18,2,2,8,11,13,16,61,16,6,3,3,6,8,15,55,39,8,4,7,4,10,14,34,35,9,6,8,5,11,12,33,68,17,12,12,13,10,14,33,K2
10,255,189,82,46,8,10,20,185,136,62,5,2,4,2,17,140,48,10,3,3,3,4,18,61,8,0,4,1,1,2,12,45,2,0,3,2,2,5,18,15,1,4,3,3,4,7,10,7,3,3,1,6,4,16,15,18,5,8,9,10,9,17,20,42,255,44,38,36,75,75,212,221,57,1,5,11,34,38,80,40,0,0,2,9,18,30,87,20,1,4,4,15,15,14,53,19,7,3,5,8,12,24,96,32,7,3,7,4,10,11,47,26,7,6,8,13,19,15,53,50,28,21,19,22,21,49,58,34,255,91,51,47,71,82,155,237,79,0,5,15,39,36,72,54,0,0,4,10,17,21,55,30,0,1,8,15,12,23,57,16,8,4,4,11,6,28,78,49,8,7,3,4,6,22,48,25,5,4,5,9,8,16,53,55,20,18,15,39,24,38,64,K2
4,255,125,82,24,13,11,36,150,125,49,3,6,10,4,33,81,31,8,3,0,6,9,35,40,3,2,1,3,3,15,18,18,1,1,0,0,6,6,29,13,1,2,3,5,3,46,15,8,5,10,5,4,30,8,19,46,9,6,13,11,8,20,35,47,255,88,63,61,75,70,141,155,94,0,3,11,9,24,77,27,1,0,0,5,9,22,60,16,0,0,2,7,8,22,58,9,1,0,0,2,6,13,55,29,5,0,3,3,16,15,34,10,4,4,3,5,11,16,27,30,16,10,22,16,15,22,45,30,255,119,51,50,72,65,66,137,75,2,2,12,18,20,46,16,1,0,3,2,5,15,35,15,0,1,3,1,10,10,31,12,1,0,0,0,8,17,26,30,4,2,5,1,7,8,18,15,7,6,9,7,5,15,23,28,11,9,6,13,18,14,26,K2
163,255,135,68,48,59,50,75,186,86,11,5,3,12,11,51,101,20,2,3,5,8,17,38,43,2,1,4,2,7,14,30,15,5,1,3,2,9,7,29,26,3,2,3,5,10,34,34,21,4,5,6,6,22,16,23,49,6,10,5,11,11,19,43,255,170,97,88,73,99,91,155,45,7,0,3,8,15,16,106,11,0,0,2,8,11,14,86,14,2,2,6,9,9,10,49,16,9,1,3,4,6,5,44,40,5,0,4,2,5,7,35,43,9,4,5,3,5,3,24,53,4,5,7,9,7,3,30,255,180,94,80,67,82,80,116,32,7,1,3,9,20,18,59,9,0,1,5,7,9,11,36,12,2,1,6,10,6,9,30,15,5,1,2,5,4,6,30,36,5,2,5,1,6,5,20,33,4,4,3,2,3,7,26,39,7,6,10,9,5,7,24,K2
15,238,137,57,16,21,24,43,255,156,49,3,1,4,5,15,164,49,9,2,3,3,9,21,65,7,0,4,2,4,7,17,43,1,2,2,3,6,6,15,15,2,2,4,5,8,22,21,12,4,4,4,3,16,16,33,27,11,10,14,12,12,21,45,112,255,88,71,65,112,102,236,239,52,2,7,20,39,41,120,48,0,0,5,11,12,28,94,38,4,3,6,17,15,27,83,29,10,5,6,10,14,30,116,70,9,3,10,8,16,22,67,70,13,11,16,13,20,28,71,132,28,23,33,30,26,33,73,99,255,83,64,60,96,94,157,240,68,2,5,14,24,35,81,75,0,0,5,11,13,18,73,44,2,3,11,17,12,25,63,34,10,4,4,6,8,22,60,62,10,5,7,6,16,20,49,56,14,11,12,9,18,22,48,72,24,18,26,30,30,39,80,K2
0,171,101,35,15,2,1,15,255,132,31,2,0,0,1,10,207,47,2,0,1,1,5,11,97,5,0,1,1,2,4,9,75,0,2,0,1,3,5,14,20,2,3,1,6,7,13,15,8,4,3,3,5,9,13,21,10,5,8,10,9,19,16,44,1,186,23,10,11,26,28,129,255,74,0,2,7,16,23,69,50,2,0,1,1,8,25,76,37,0,2,3,4,5,17,52,22,4,3,2,3,20,18,86,32,2,6,6,7,14,23,33,61,8,7,16,17,18,32,41,84,21,28,27,29,17,40,74,7,210,80,38,24,38,40,67,255,95,5,5,10,16,22,48,146,5,0,0,2,3,5,54,58,3,1,4,2,5,12,49,39,8,0,3,3,5,18,60,51,8,1,3,8,6,20,38,30,11,8,10,9,13,21,30,54,14,11,22,14,19,41,63,K2
4,163,116,29,5,5,12,25,255,183,33,2,1,3,2,25,178,63,7,1,0,3,7,24,82,5,0,2,1,4,3,20,37,0,0,1,6,6,4,19,17,0,0,1,3,6,11,23,15,0,4,8,8,14,11,30,23,7,9,10,15,11,27,62,57,163,28,25,39,73,67,178,255,39,2,2,16,23,27,131,36,2,0,8,9,16,19,146,28,1,3,4,15,12,23,73,15,1,5,3,13,14,31,114,54,6,4,1,5,4,24,68,64,11,7,10,17,20,24,99,84,27,27,31,46,25,33,82,39,249,46,37,37,105,72,147,255,91,0,1,15,27,22,125,47,1,0,4,11,16,13,94,28,2,3,8,15,14,19,74,17,0,1,3,10,5,20,90,59,0,5,1,6,8,22,99,30,12,8,21,15,17,25,91,116,17,13,22,20,24,27,120,K2
12,252,116,52,13,39,50,92,255,95,14,9,2,13,17,32,102,24,2,10,2,9,17,30,62,4,2,4,3,7,16,25,24,0,0,1,4,11,13,29,29,2,6,5,13,11,36,26,12,4,5,4,12,41,19,39,57,13,14,14,19,17,43,56,79,197,50,52,42,140,111,255,156,24,0,7,14,36,29,120,44,0,1,4,11,21,39,101,28,4,3,14,11,28,27,86,27,13,3,3,7,9,39,98,50,12,3,7,2,16,23,57,40,12,9,13,8,13,27,42,61,32,24,21,31,29,20,67,47,255,55,50,32,94,83,202,157,46,1,5,9,23,42,107,40,0,0,8,5,13,27,61,12,6,2,10,8,14,25,66,7,16,3,4,7,11,20,73,23,16,3,3,7,11,16,36,33,9,5,10,13,7,21,42,55,23,20,19,32,29,26,65,K2
56,255,96,61,25,42,44,73,126,46,1,2,2,5,7,36,50,2,1,2,4,5,13,37,32,1,1,3,2,4,9,24,12,0,0,2,3,9,5,25,24,1,3,2,8,8,35,26,9,2,3,5,5,21,12,32,54,5,9,6,15,9,20,28,255,186,114,104,87,140,138,225,64,2,1,2,3,14,21,121,20,1,0,3,6,9,18,79,17,1,3,5,10,10,13,55,9,6,2,2,6,4,10,55,27,5,2,5,2,7,7,36,24,6,4,4,4,4,8,29,60,9,7,12,13,11,8,29,255,237,115,108,85,142,150,220,87,4,0,5,6,18,27,99,23,0,0,3,9,14,16,68,20,2,1,8,15,10,12,58,9,5,3,2,8,6,15,54,30,6,3,4,2,8,7,37,28,7,2,5,5,9,6,24,43,10,9,7,12,7,10,33,K2
54,255,197,62,26,29,41,57,199,132,46,5,9,15,18,33,150,30,2,7,13,8,13,37,76,4,3,10,7,11,13,28,26,6,1,3,4,11,8,34,18,5,3,3,5,7,25,39,9,3,5,8,6,30,27,49,35,15,10,12,16,29,27,50,112,255,66,53,45,78,103,252,127,34,3,6,17,33,53,123,14,1,0,2,10,22,41,92,19,3,3,8,16,28,38,85,18,18,4,5,16,11,28,73,33,15,6,9,5,19,22,59,35,7,6,10,7,16,26,49,65,29,19,20,32,22,27,51,79,255,66,52,59,121,112,215,166,61,3,6,23,52,49,144,22,1,0,8,14,18,36,81,28,5,3,10,24,22,36,75,27,25,6,6,12,15,31,68,65,15,4,11,8,16,20,58,28,17,8,15,12,19,28,55,62,28,25,26,20,24,26,57,K2
93,255,156,90,49,55,59,96,172,102,26,3,3,7,8,29,97,23,5,4,7,5,11,27,56,3,3,6,3,3,7,20,28,2,1,1,2,7,6,25,28,2,3,1,4,6,26,22,17,3,3,4,6,22,13,28,61,7,9,8,12,9,17,31,255,245,131,113,98,147,123,197,116,25,1,4,11,23,26,82,39,1,0,4,11,13,21,53,26,3,2,7,19,9,14,44,27,12,3,3,7,5,13,45,48,8,2,4,3,7,9,34,48,9,4,6,5,5,11,30,57,12,11,13,12,9,14,36,215,255,136,112,101,155,132,240,144,44,3,7,11,28,35,96,48,1,0,4,10,16,22,68,39,4,4,11,17,12,17,54,33,15,3,4,8,7,15,54,67,11,3,7,3,7,11,41,53,10,8,6,5,8,10,38,85,12,14,11,12,10,17,45,K2
80,255,125,80,41,61,61,111,140,66,4,4,3,8,11,31,78,13,2,6,8,7,15,29,42,2,1,7,3,4,8,19,20,3,1,2,4,9,7,25,26,2,3,3,6,7,41,18,13,3,4,4,5,26,13,28,61,7,8,7,14,9,16,28,255,201,115,104,89,139,131,202,65,6,0,2,6,17,20,82,16,0,0,3,8,13,17,52,15,2,1,7,14,12,12,39,17,10,1,2,3,6,9,41,36,6,2,5,1,7,9,26,28,7,3,4,2,4,10,21,47,11,11,8,8,7,12,22,255,234,124,112,92,147,126,190,85,14,1,4,9,19,28,80,28,1,0,2,10,12,14,49,16,2,2,11,23,10,11,38,17,9,3,3,7,6,10,39,41,7,2,3,3,6,8,24,29,6,3,3,6,4,10,17,41,9,9,7,7,6,14,27,K2
40,255,192,90,61,26,24,55,151,136,57,11,6,8,9,26,106,51,19,3,5,5,7,21,48,10,1,5,2,3,7,15,30,3,1,2,1,3,6,17,18,3,0,1,2,5,11,13,9,2,2,2,3,8,10,18,31,3,5,5,8,7,11,21,73,255,83,49,51,68,67,133,120,54,2,5,12,22,29,79,34,0,0,3,4,9,19,55,17,2,1,4,7,11,17,46,12,9,2,2,5,8,18,52,24,9,2,4,4,10,13,38,25,9,6,7,9,10,18,34,41,14,13,14,18,20,23,45,67,255,120,59,60,76,62,107,131,68,3,5,13,26,29,62,34,1,0,2,6,12,17,45,22,2,2,5,9,10,17,40,13,9,2,3,6,7,16,45,32,7,3,5,5,7,12,36,23,9,6,8,8,13,16,34,40,13,11,13,17,16,28,45,K2
43,255,154,82,51,30,28,44,178,135,44,8,1,3,8,18,96,41,14,2,5,4,6,13,44,8,1,3,1,2,5,14,19,1,1,2,3,4,8,17,12,1,3,3,3,6,12,11,2,2,5,0,4,11,11,23,16,6,9,8,10,10,15,25,68,255,93,52,50,71,76,158,138,43,4,5,7,27,28,69,32,0,1,3,7,14,26,44,19,1,1,8,9,12,15,39,15,4,2,4,6,8,12,53,30,5,4,4,5,9,13,32,24,7,9,7,11,11,18,35,45,15,15,12,21,22,23,41,55,255,77,65,57,97,78,136,156,85,4,6,6,17,22,79,48,3,0,4,3,15,15,50,28,3,1,4,5,9,18,41,22,10,1,2,5,6,17,45,31,7,3,4,1,7,7,42,18,12,6,6,6,8,14,23,35,13,9,12,16,17,22,40,K2
5,255,208,90,48,5,8,16,178,162,69,10,1,3,5,16,155,72,32,3,1,3,8,14,58,20,5,2,0,1,6,10,44,3,1,1,1,2,2,11,15,1,1,0,2,4,4,15,7,3,2,2,2,5,7,19,15,4,4,4,6,6,11,30,11,255,79,38,33,56,46,121,154,65,2,2,6,17,28,56,28,1,0,2,4,13,20,45,11,1,2,2,4,8,21,40,13,3,1,1,4,7,21,60,23,4,1,2,4,9,16,39,15,6,2,7,9,15,18,39,20,12,14,17,20,24,26,50,10,255,81,34,37,56,44,68,166,90,3,2,6,12,24,46,53,1,0,1,2,4,14,37,21,1,0,3,1,8,9,32,20,2,2,2,4,4,17,31,25,5,2,3,3,7,14,31,11,5,2,5,9,11,13,29,15,7,12,14,21,16,23,46,K2
8,236,191,71,50,3,5,5,255,154,78,18,2,1,2,4,185,59,17,0,0,0,5,8,80,6,0,1,1,1,2,10,60,2,0,0,1,4,3,10,16,0,0,3,2,1,5,11,3,1,1,1,3,5,7,15,10,4,7,6,8,8,10,35,8,251,70,33,33,40,37,179,255,58,3,4,10,25,27,69,55,1,1,3,5,10,27,75,28,4,3,6,7,14,21,70,14,6,3,5,6,12,33,76,23,7,9,8,7,18,23,70,39,17,15,17,7,26,40,70,54,35,25,29,40,33,43,92,8,238,92,45,30,40,32,95,255,81,3,5,10,13,19,55,76,6,0,1,4,7,18,42,34,2,1,13,12,7,11,43,21,2,1,1,4,9,31,41,38,3,3,8,8,9,16,37,18,5,5,8,11,17,24,34,40,16,27,24,23,18,38,54,K2
