@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {K1,K2,K3,K4,K5,K6}

@data

154,4,0,0,39,3,0,0,0,0,0,0,0,0,0,0,50,2,0,0,127,57,2,0,3,16,2,0,0,0,0,0,25,2,0,0,48,47,2,0,1,63,33,3,0,1,6,4,255,3,0,0,144,34,0,0,0,17,52,8,0,0,21,179,K2
98,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,52,35,0,0,6,230,8,0,0,0,1,0,0,0,0,0,1,0,0,0,28,255,13,0,0,0,66,29,0,0,0,3,0,0,0,0,0,5,0,0,0,0,16,17,0,0,0,162,K2
152,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,68,28,0,0,14,100,0,0,0,0,0,0,0,0,0,0,33,3,0,0,121,155,46,0,0,0,255,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,92,0,0,0,189,K2
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,132,52,0,0,5,29,0,0,0,0,39,30,3,0,0,9,87,22,0,0,14,191,0,0,0,13,255,23,2,0,0,18,26,0,0,0,27,61,0,0,0,149,K2
42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,166,24,0,0,118,144,0,0,0,0,0,0,0,0,0,0,27,1,0,0,16,40,3,0,0,4,7,0,0,0,0,0,223,0,0,0,255,50,1,0,0,2,16,3,0,0,6,139,K2
104,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,70,15,0,0,124,123,0,0,0,3,0,0,0,0,0,0,21,0,0,0,21,86,3,0,0,15,19,0,0,0,0,0,70,1,0,0,255,95,0,0,0,11,29,1,0,0,6,110,K2
100,16,0,0,17,6,0,0,0,0,0,0,0,0,0,0,110,49,0,0,43,150,17,0,0,18,6,0,0,0,0,0,50,4,0,0,42,77,11,0,0,12,44,8,0,0,2,4,102,0,0,0,255,117,5,0,0,4,45,21,0,0,13,183,K2
149,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,19,0,0,45,214,14,0,0,0,1,0,0,0,0,0,11,0,0,0,54,182,36,0,0,2,221,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,255,K2
50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,10,0,0,0,66,9,0,0,0,0,0,0,0,0,0,196,1,0,0,0,40,40,0,0,0,255,4,0,0,15,9,0,0,0,0,0,0,0,0,0,0,11,3,0,0,12,138,K2
104,18,0,0,0,19,16,0,0,0,0,0,0,0,0,0,88,15,0,0,12,84,48,2,0,0,11,20,0,0,0,0,30,2,0,0,9,39,14,0,0,0,18,26,0,0,0,14,18,0,0,0,255,124,14,0,0,1,31,19,0,0,0,177,K2
26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,13,67,46,0,0,0,12,0,0,0,0,0,255,5,0,0,0,35,27,0,0,0,206,14,0,0,5,4,0,0,0,0,0,0,0,0,0,0,29,13,0,0,5,151,K2
162,3,0,0,12,11,0,0,0,0,0,0,0,0,0,0,46,15,0,0,66,255,21,0,0,1,6,0,0,0,0,0,19,4,0,0,59,61,6,0,0,7,28,0,0,0,0,1,0,0,0,0,193,212,3,0,9,76,44,0,0,0,5,135,K2
